text,sentiment
i miss you too i need to talk to you i keep screwing up lovee u,positive
my grandpa was telling me how they used to cut up human bodies in med school,neutral
hmm that s the bu tour list but that s so cool and why does it say,positive
just had my hair cut it looks like,negative
rt for entertainment at night bring your favourite there should be a way we can enjoy music together,positive
trying to figure out how to personalize my downloaded wordpress blog not as easy as i was hoping any suggestions,negative
geronimo thanks for sharing with your friends,positive
i know i m so excited we ca nt go earlierrr than the afternoon i love you tooz,positive
any city person want to trade n live in the country house comes w racoons n skunks livin under deck sigh,neutral
time for a clean up,neutral
going to work nightshift,neutral
is at her nan house eating fish and chips and watching top gear good times,positive
as of today and i have been going out for two years best two years ever,positive
do get to call your moms tomorrow mothers day,neutral
it was ok after all a couple of things made us late and stuff but after we got there we had a lot of fun,neutral
good luck on final,positive
word to yer mother,neutral
haha well kinda i mommy to my lil pom chi hehe thank you,positive
re direct that energy into creating men jewelry and frequent walks too,neutral
cool i used to live houses to the left of that place always something going on,positive
thanks the elephants look magnificent this is what we miss due to stupid restrictions g pleease and cheap,neutral
well i do what i can for the x spammers watchin,neutral
and the download failed my phone does not like your phone,negative
how i wish i get at least days off in a row day off is not enough to rest days on day off days on day off ugh,negative
sitting in an empty yearbook room attempting to figure this asap out lol,positive
going to bed talk to ya later goodnight birdies lol,positive
just came back from hanging out with some friends cocktails i not drunk but feeling good hope everyone well,positive
dear mikey robins nah you heard it all before,neutral
tgif but also sad that this is last day i get to work with my favorite tv reporter,neutral
the crocodile rock,neutral
giv ya mom n gman happy mothers day,positive
for,neutral
i know but,neutral
awesome fortune cookie i think you really will go to exotic places hope all is well,positive
iis working until now and really wants geordanos thin crust cheese black olives peperoni and mushroom pizza,neutral
i miserable with my boredom,negative
it just thundered reallyreally loud at work and this little boy started crying i wanted to cry too i hate storms wah,negative
wishing i was there so you should go in my place brandwkshop i see they got scott bedbury and more poor me,negative
cath a couple of years i knew you had one but i could find you for awhile here you are,neutral
umm yeah that probably a pretty good note to self because eeeeeewwwwwwww,positive
i m cold i still ca nt find my hoodie,negative
just showin some love to ya and i really gon na miss greg beeman directing next season commentaries r so funny,neutral
haha who thought that,neutral
haha better drunken tweeting you mean,positive
esp with twitter access the party never stops even at nite cuz it always daylight somewhere around the world,neutral
that s my moan for the day,neutral
i queue for cake standing up and with a slight look of deranged anticipation on my face,neutral
happy birthday keshia keshia bo beshia,positive
yaaay for u cleaning ur room i said hi to u the other day u did nt write me back,negative
i miss the old ha ha i ca tell that person name,negative
very true and well behaved women rarely make history,neutral
not really nice pic no but could u imagine those i thought so,positive
and with it i can be online even after i have to log off habbo,neutral
